client_id,age,income,years_employed,credit_score,debt_to_income,num_credit_cards,num_late_payments,has_mortgage,has_car_loan,savings_balance,checking_balance,region_risk_score,phone_calls_to_support_last_3m,active_loans,customer_tenure_years,default
1551,34,128994,34,605,0.012455311619018587,0,7,0,1,27397,2927,0.27694546723756325,8,1,13,0
1552,62,61168,13,605,0.33463828637176657,1,9,0,1,27759,1670,0.906363251721498,0,0,8,1
1553,47,59471,27,735,0.3437499983525159,1,3,1,0,36121,6047,0.26497222021083155,7,1,8,0
1554,51,72966,1,694,0.5182782461136006,6,13,0,1,35808,4463,0.5698088755639144,5,2,10,1
1555,43,94681,24,578,0.12022040610640303,6,13,1,0,17422,4057,0.5186800026059236,7,3,2,0
1556,28,55832,34,662,0.2624010886242824,1,4,0,1,62631,3430,0.5490810689166356,16,0,1,0
1557,64,54225,28,483,0.5870201836253826,1,3,0,0,43249,4857,0.2531538412977651,14,1,9,1
1558,58,96429,23,609,0.08296736783468739,5,1,0,0,10127,7402,0.6768015831026873,13,0,11,0
1559,69,79465,33,717,0.20054972072627797,7,6,0,0,21898,6525,0.5779031867325456,0,1,14,0
1560,62,18881,11,641,0.3605957894647061,6,2,1,1,0,12888,0.09917981282953259,12,1,0,1
1561,35,39365,15,658,0.45722296514904187,1,13,0,0,20408,1173,0.20818209381319114,10,2,1,0
1562,33,107530,2,438,0.27997703850270234,3,13,1,0,45105,6666,0.45949119097820856,12,0,14,1
1563,33,80048,27,622,0.29970307494647747,0,12,1,0,61719,22122,0.21989785117612531,8,3,2,1
1564,66,50945,28,673,0.2796401537736498,1,4,0,1,18180,4713,0.33236517890567774,10,3,8,0
1565,48,65739,30,682,0.5782028267058602,4,10,0,1,25023,4984,0.6580178992322184,6,4,7,1
1566,43,70330,29,717,0.29715363007779905,2,7,0,1,29079,-3000,0.37393360630032746,15,2,2,0
1567,68,88393,5,635,0.4644714614178635,4,4,0,0,49695,7,0.2031907284466154,8,2,11,0
1568,50,36043,26,638,0.27653901219696075,2,8,1,1,5255,4255,0.625847394552063,17,3,11,1
1569,65,48976,30,556,0.3274833519324436,4,2,1,0,59832,8734,0.16141514259875359,18,4,4,0
1570,69,76823,8,635,0.09355167564157496,5,14,0,0,15243,9544,0.27571124074160896,15,0,12,0
1571,24,67504,19,561,0.29069784464965615,1,2,1,0,2447,7283,0.015011087250286253,10,0,9,0
1572,38,84296,36,520,0.4886628037717837,0,4,0,0,15271,10628,0.523470549356137,9,1,3,1
1573,56,39262,16,574,0.16312548827228657,2,3,0,0,7855,-1995,0.574001685590322,10,0,4,0
1574,60,78928,30,755,0.58011926059905,0,7,0,0,26288,8422,0.3072299948825524,15,2,0,0
1575,28,97289,21,631,0.33749507750198804,1,10,0,0,0,5093,0.7249416346477277,17,0,8,1
1576,36,82170,26,665,0.19704793512936178,2,14,1,0,22124,5874,0.5284765376055942,15,0,7,0
1577,47,73477,25,614,0.3527800522906352,2,5,0,1,29959,2463,0.33898966968789046,14,3,2,0
1578,60,67602,26,524,0.30669946624009914,2,3,1,0,42242,-1671,0.4790419926981136,9,0,9,0
1579,26,49128,31,715,0.07608312702725172,0,0,1,0,30209,-3000,0.2668684239404661,5,1,4,0
1580,50,68200,36,497,0.09063274674617017,1,8,0,1,41319,7244,0.13392770077233224,6,0,2,0
1581,35,101492,11,611,0.164634709777495,7,14,1,1,10914,8484,0.5026344366073439,19,3,2,1
1582,31,67024,37,646,0.06766716696449279,5,0,1,0,25912,4093,0.1516329556609328,8,4,8,0
1583,46,47754,25,666,0.2446265456909894,3,14,1,0,0,4896,0.4380491864573462,9,3,13,1
1584,41,57693,23,599,0.2271476901452255,0,3,1,1,18290,-41,0.13529806277445056,9,2,7,0
1585,52,75021,13,521,0.16923847357004873,2,13,1,1,25801,8521,0.2805410053128705,7,1,9,0
1586,36,60662,16,593,0.27262549987052437,7,1,0,0,27158,5424,0.8783020190716025,2,0,12,0
1587,61,82132,26,597,0.46696305397021465,6,13,0,1,0,2440,0.5460081857259744,4,1,9,1
1588,24,83071,14,595,0.37384370501847625,6,4,1,0,14147,11062,0.21347533201690802,4,2,12,1
1589,63,92224,11,717,0.33728220537687015,1,4,0,0,16238,9515,0.3090820218285171,3,0,8,0
1590,22,105588,32,565,0.622608600978349,3,3,0,1,13563,-3000,0.29249685706250206,2,4,1,1
1591,57,94896,16,671,0.468172960931773,0,2,1,0,30875,5344,0.49950116327469274,18,3,9,1
1592,37,46644,25,661,0.4304535688281032,6,11,1,0,16747,-1707,0.2888603595399399,1,0,10,0
1593,39,47411,1,717,0.25743807229567045,0,1,1,1,21489,5976,0.1522894996603098,2,4,6,1
1594,21,68105,3,640,0.6722334738574713,4,6,1,1,12655,-3000,0.23519808843665624,11,1,7,1
1595,55,58720,33,705,0.24411699715745536,2,14,0,1,35972,6380,0.5372563735231751,18,3,1,1
1596,29,41541,5,637,0.2721835805372247,4,6,0,1,37088,9983,0.397920856944767,13,4,6,0
1597,53,58957,31,680,0.029549358756424452,6,12,1,0,15374,4224,0.6802844599799012,2,1,13,0
1598,56,58137,36,544,0.33673674086855027,2,10,1,1,62758,-3000,0.6861554864725263,12,4,2,1
1599,62,53203,19,465,0.13725097738744998,0,11,1,1,8502,18694,0.5819506241108214,11,4,9,1
1600,55,62105,35,676,0.5651331033287738,5,14,1,1,35107,13091,0.5261888441668933,14,2,11,1
1601,35,99461,17,680,0.25892744516991695,4,1,0,1,5734,1282,0.6482790586370234,5,3,10,0
1602,57,74980,38,683,0.10101719724175842,1,4,0,1,31595,3172,0.5266770515357371,8,0,13,0
1603,61,131795,9,613,0.21373812144988966,0,4,1,1,30425,-3000,0.26325729746836424,19,4,2,1
1604,36,74262,17,754,0.5909308987147817,4,1,1,1,4823,8313,0.669969293797316,15,1,3,0
1605,27,62748,15,617,0.3887186135814445,4,1,1,1,18040,-3000,0.2632992832407437,5,1,5,1
1606,64,70103,31,679,0.7826250389675212,0,1,1,0,48016,9664,0.7113623401324002,14,4,0,1
1607,28,76412,1,691,0.7753049085055894,4,14,0,0,7785,12181,0.2712405564915054,17,1,0,1
1608,50,80881,33,770,0.201353447045367,3,12,1,0,26027,4508,0.7614348218284012,14,3,9,1
1609,32,121917,0,627,0.37189418771537475,1,8,0,0,25032,-2451,0.3110103031486942,12,1,4,0
1610,27,48866,12,604,0.08496549585195826,4,12,1,1,19365,13743,0.574038441891221,15,1,14,1
1611,59,91476,23,545,0.021347007195643655,5,5,0,1,0,5015,0.7538249875406553,10,4,12,1
1612,28,75193,5,758,0.32036529058396157,1,7,0,0,32429,5652,0.23008147565007037,4,0,10,0
1613,53,30722,19,679,0.19612207718087818,5,13,1,0,20174,-1520,0.5173824202539425,9,3,12,1
1614,54,89267,39,681,0.1063972488545944,1,2,0,1,36557,6351,0.7790542854775931,11,0,3,0
1615,23,101690,32,850,0.1570588849762825,4,2,0,1,23476,3579,0.44801669394938215,15,4,10,0
1616,29,48570,1,672,0.1629289721641564,6,7,0,1,20967,-3000,0.7522903741414901,15,3,13,0
1617,59,69776,23,558,0.2858759029728508,7,3,1,0,25588,14379,0.3394633560818809,2,3,2,0
1618,45,26866,23,636,0.3181813509867019,2,10,1,0,5187,17313,0.4858791588176103,1,3,8,1
1619,26,38529,2,581,0.2737531127317193,2,9,1,0,43371,12127,0.5131977545555427,3,0,14,0
1620,69,96200,26,622,0.42169166467247576,0,4,1,0,14368,11081,0.33696976151313446,4,1,7,0
1621,33,58339,20,621,0.47478988735680916,7,1,1,0,14561,17355,0.5886751928631359,5,3,12,0
1622,21,42279,27,608,0.2297208492309483,2,1,1,1,39384,-2332,0.6287950064758437,9,2,0,0
1623,66,75736,11,552,0.14207448884401677,6,6,0,0,23710,-2416,0.075655870280018,14,0,5,0
1624,21,56939,10,761,0.1346814437294502,7,4,0,0,16453,2099,0.5854886465236213,8,3,0,0
1625,48,58229,29,670,0.10374943782810739,3,0,1,0,26207,7084,0.2175032462143297,9,1,10,0
1626,69,88483,28,634,0.07577157430826721,5,10,1,0,29389,2951,0.7551958227067614,18,3,8,0
1627,49,40956,6,703,0.11008640870675132,3,14,1,1,18224,-2139,0.7383882596494086,15,3,2,1
1628,49,47365,8,682,0.08888554478317064,4,14,1,1,33834,5039,0.13382211019702273,15,1,12,0
1629,40,73851,23,669,0.44907190673112524,1,1,0,1,941,4339,0.08180525700863125,15,0,8,0
1630,27,94235,33,697,0.24918984393620897,6,2,1,1,23927,10889,0.13388303406165358,0,4,11,0
1631,49,100954,8,659,0.26404830072682994,0,6,1,1,32004,5311,0.31777063756207935,14,3,10,1
1632,64,53373,8,696,0.12858161352442926,5,13,1,1,29326,-3000,0.1971874525093996,9,0,14,1
1633,25,93434,32,702,0.09648506153157645,7,8,1,0,0,7698,0.2581735022709008,12,0,3,0
1634,64,50396,27,661,0.050457106781575806,6,6,0,0,18101,16072,0.5273279113969421,15,2,7,0
1635,41,115655,36,634,0.19138780017905707,6,13,0,1,1789,5202,0.26479013035485754,1,4,2,1
1636,47,41655,31,757,0.30759659568278996,5,9,0,0,39286,11908,0.16502976392569615,13,1,9,0
1637,29,103211,38,616,0.4299556363907732,7,14,0,1,14139,1464,0.6223582087109448,17,2,5,0
1638,51,53587,7,677,0.11196770571627825,6,12,0,1,37620,8960,0.2990890614476583,10,3,9,1
1639,29,120331,10,678,0.1967409580137858,2,14,1,0,1744,-212,0.511818692472599,13,4,1,1
1640,34,84783,9,607,0.2118745567837811,4,8,0,0,25859,3274,0.3591853954204334,1,2,5,1
1641,56,44599,2,593,0.3803155893120024,3,5,0,0,20119,3329,0.4638691635499095,15,2,6,1
1642,23,56944,31,625,0.40085990797968607,2,0,0,1,61461,8336,0.06572429567297415,18,0,0,0
1643,42,89529,26,615,0.6469545476040574,6,10,0,0,37668,-769,0.7197905737511721,7,2,2,1
1644,50,96316,3,547,0.21160921954782327,0,3,1,1,36708,-3000,0.19683317449042484,8,2,12,0
1645,27,68232,7,604,0.0929675403562397,1,0,0,1,50417,8290,0.3578741760422939,10,4,7,0
1646,35,71116,7,668,0.25858572515982275,0,12,0,0,24256,8027,0.33651798262707455,2,2,1,1
1647,37,88958,16,738,0.3211148625805697,1,6,0,1,18507,5787,0.09951260484446355,1,3,2,0
1648,53,73294,18,688,0.642867510682843,4,8,0,1,16797,11530,0.49810818256780387,1,2,14,1
1649,68,37662,11,468,0.18741339166901072,7,11,0,1,24917,3581,0.42304679168157333,3,2,2,1
1650,61,49675,37,694,0.6561389793192849,7,4,0,1,0,6969,0.5072309266657327,15,0,12,1
1651,30,75877,8,610,0.1892087345959875,7,12,0,1,20034,2550,0.6789400939383781,12,2,3,0
1652,21,100387,22,681,0.3183827958876346,6,8,1,1,23401,3189,0.03313244240941205,12,1,1,0
1653,23,110399,17,649,0.40144311825346307,3,8,0,0,17662,7381,0.3284671491011887,1,1,12,0
1654,50,89488,15,636,0.20580693970499,6,4,1,1,0,20866,0.5147553227961306,5,4,1,0
1655,28,77182,33,642,0.03958285217252509,2,11,0,1,17752,10196,0.09954520034531869,18,3,12,0
1656,32,88720,39,648,0.09844828557047658,5,3,0,0,0,8840,0.0054173173754616475,10,0,11,0
1657,62,53331,0,744,0.04541466230535395,0,9,1,1,46606,10414,0.7770019481302791,1,2,14,1
1658,63,66169,18,648,0.0867925361348136,7,12,1,1,16139,-3000,0.8411816831704767,18,2,8,1
1659,62,49396,4,725,0.07116799822721756,7,1,0,0,0,7234,0.13292371288713348,11,3,13,0
1660,33,38781,17,715,0.3328563795518638,5,6,1,1,16902,11373,0.42613270617677856,9,1,9,0
1661,51,78338,24,696,0.4605835401845335,1,10,1,1,33430,5590,0.6184348040760742,11,3,0,1
1662,50,74637,16,524,0.08150271465572183,2,4,1,1,22641,4697,0.42439043196373594,7,3,4,1
1663,30,87191,12,728,0.3934088747067935,5,0,1,0,6292,-1579,0.20762538840659334,13,3,0,0
1664,48,83652,12,617,0.12181414899314409,3,6,1,0,9826,1966,0.7138992827205795,6,2,13,0
1665,46,76066,11,700,0.10375105148883017,4,7,1,1,15697,-834,0.4040327569272691,7,0,6,0
1666,40,83915,13,581,0.3762643081770424,3,13,1,1,13405,11996,0.12821401991823378,3,3,8,1
1667,57,68932,14,567,0.5639660287003145,6,12,1,0,1106,15511,0.22296102434404044,3,4,12,1
1668,54,80322,27,788,0.12114001473753207,1,2,1,1,18986,18545,0.6784980147258192,18,3,8,0
1669,47,51846,3,583,0.2559928749925041,3,4,1,1,0,-949,0.6061390254672793,4,2,13,0
1670,56,79242,1,730,0.07086093625208467,1,2,0,0,34235,321,0.5626707600221202,3,2,14,0
1671,58,86710,20,658,0.3776420049376419,5,13,0,1,36066,-247,0.3876311314750404,9,0,3,0
1672,48,53257,27,620,0.11663624230136924,2,5,1,0,4952,-2129,0.0857265883033691,1,4,11,0
1673,34,71295,10,646,0.2989096072620465,2,13,0,0,9250,-2016,0.19798138231679568,8,1,2,0
1674,58,54409,8,558,0.3276893049298679,1,0,0,0,13654,1391,0.48135104120613403,2,3,10,0
1675,56,56837,24,649,0.07778457974051652,6,8,1,0,19527,11121,0.7893285477020668,5,2,8,1
1676,69,41876,15,574,0.3085855278131534,1,1,0,0,23852,-24,0.15712842003109156,3,3,12,0
1677,28,101644,29,622,0.49945579771304344,6,8,0,0,26945,12371,0.6190028148215968,17,0,2,1
1678,41,96642,5,714,0.11873024884873709,7,0,1,0,26595,14572,0.12043869941227572,8,3,14,0
1679,66,83435,4,667,0.20295386062959464,7,2,1,1,43307,6995,0.6261563432517031,0,2,7,1
1680,46,119304,22,546,0.05233894735390443,2,2,1,1,20905,13603,0.6769776011745785,18,2,12,0
1681,67,65268,15,709,0.19490339520988625,5,10,1,0,462,-3000,0.5168431822532286,19,3,12,1
1682,21,145794,29,649,0.3177432356128997,6,9,1,0,0,1092,0.5705253737004776,2,3,12,1
1683,22,64311,20,612,0.20111242046717262,0,8,1,1,44536,6325,0.39081166251157323,1,3,3,1
1684,60,76379,14,702,0.31240506092533493,0,2,1,0,27644,6562,0.2690911414836621,2,3,2,0
1685,38,60055,6,638,0.3083946327881205,1,3,0,0,23096,15004,0.04771439282829048,5,3,1,0
1686,46,79308,6,568,0.19750765924212652,7,5,1,0,26735,-1991,0.5524561589837579,8,4,13,1
1687,41,90890,30,779,0.33763402281959204,0,14,0,1,22404,1241,0.39261328183501437,15,4,9,0
1688,40,67152,9,648,0.25363967297668205,6,10,1,0,26497,4405,0.6089417406794512,18,4,13,1
1689,67,114417,20,644,0.3234521494296976,6,0,0,1,14411,1369,0.7613779599326828,17,2,5,0
1690,25,75978,32,621,0.1619301693589342,7,0,1,0,35827,-2298,0.8815240608644754,18,2,8,0
1691,58,76762,35,732,0.3833687279090299,4,5,0,1,12127,1664,0.21990597222567934,1,0,0,0
1692,64,47275,10,613,0.47053499066700566,4,3,0,0,6450,3281,0.7489495842700469,19,3,9,1
1693,53,80462,4,541,0.16782270871296603,5,6,1,1,0,15132,0.4175260693413602,13,3,13,0
1694,40,66649,30,602,0.045909354569964984,5,14,0,1,16434,-2141,0.2101520665214382,2,1,9,0
1695,28,54794,27,742,0.15946441176601986,6,2,0,0,39012,10706,0.6043860132727986,19,0,12,0
1696,54,50588,13,708,0.20529068881273702,2,8,0,0,13139,13904,0.27829353502757737,14,4,8,0
1697,43,136794,23,632,0.29548146494062205,7,7,1,1,0,1411,0.47991923101218603,15,0,6,0
1698,28,63413,7,746,0.16603625390977753,3,9,1,1,24272,6819,0.1416670304465703,12,3,2,0
1699,38,33575,28,702,0.5266636893816529,1,8,0,1,10233,9031,0.5035104600780635,15,4,3,1
1700,68,52544,29,631,0.5269935915655078,6,7,1,0,43224,7877,0.4127380261742166,0,4,9,1
1701,34,68710,11,638,0.35510471211126726,4,4,0,0,36118,5575,0.3018235553567855,11,1,5,0
1702,29,83666,18,673,0.44160479097109945,0,14,1,0,936,248,0.33593181883198914,13,3,5,1
1703,54,83869,13,591,0.35844495808127574,1,4,0,1,17391,9637,0.4014424228426193,17,4,8,1
1704,30,86915,1,650,0.1842014197699223,0,2,0,0,8670,2378,0.2806448315529877,13,3,8,0
1705,66,53878,5,671,0.16571411740914863,4,1,1,0,2592,5200,0.12184210634063089,4,1,12,0
1706,63,78511,38,531,0.2638538621884442,6,1,1,0,19160,6230,0.07969219178314936,13,0,13,0
1707,69,48098,18,636,0.14312968760023637,2,5,1,0,32273,10991,0.23603732750528014,4,2,1,0
1708,65,54508,5,628,0.30725252558059907,0,12,1,1,18774,18495,0.25558430970030394,4,3,1,1
1709,32,47057,1,721,0.26976302247544487,6,2,0,0,12257,-164,0.35974479610478793,12,0,12,0
1710,31,40290,14,520,0.1394633949159873,5,0,1,1,0,5368,0.4562014004829078,6,1,14,1
1711,37,96605,39,623,0.08807687466362404,4,7,0,0,10012,-3000,0.1182406921477726,6,2,8,0
1712,44,87215,15,616,0.25327579784460835,1,8,0,1,28277,15370,0.5717647496133695,11,2,8,0
1713,64,94416,39,717,0.14778064234613,5,8,1,1,0,5306,0.15281681921543594,3,0,10,0
1714,56,70982,19,646,0.12099282729587205,2,0,1,0,39238,2902,0.18667065511463246,2,1,14,0
1715,52,89420,30,775,0.2930239809806036,1,3,1,0,11245,5365,0.658700846995784,8,4,5,0
1716,64,25967,31,696,0.18772385313597723,2,5,1,0,22905,5719,0.2626115960685403,3,1,3,0
1717,52,91577,1,621,0.3660635801948502,0,11,1,1,14012,-122,0.16346539472674382,14,4,12,1
1718,39,74427,0,666,0.08518085831271716,3,9,1,1,2355,13315,0.11108284258575171,13,4,0,0
1719,41,85677,36,625,0.2817317598284901,6,12,1,1,26604,9513,0.4875436512502803,18,4,1,1
1720,46,79500,37,710,0.15497884694516245,6,8,0,0,11029,10489,0.9116648392256272,3,2,9,1
1721,25,45323,5,556,0.11121732082751554,5,6,0,1,7504,239,0.49083986958253467,14,1,4,1
1722,57,32549,25,592,0.15849028555435066,7,8,0,0,0,-138,0.24373010470658482,0,1,7,0
1723,52,52198,36,681,0.12688794281079918,7,5,0,0,39540,4205,0.3730501953675957,12,2,7,0
1724,56,84122,38,735,0.15876345600450834,1,2,0,0,20092,10599,0.6204537716701035,3,3,11,0
1725,47,87252,11,495,0.5925353433343444,3,8,1,0,36598,8511,0.14069326948943367,14,4,2,1
1726,59,35801,32,746,0.09796197838313721,2,4,0,1,29302,-443,0.4771204907746705,1,0,9,0
1727,67,45472,25,640,0.26482037324322333,5,3,0,0,36596,9674,0.49347630607079873,0,4,11,1
1728,48,51919,37,518,0.3928215582344054,6,10,1,1,11537,-1804,0.1568713351973276,5,1,7,1
1729,42,61067,5,439,0.359855752682553,7,0,0,1,0,368,0.0793343709416078,7,1,4,1
1730,26,35948,24,542,0.06999740056436875,0,0,1,0,31440,6104,0.569300658652932,15,1,13,0
1731,59,34448,0,648,0.23426458431098834,4,5,0,1,21952,-3000,0.427439918765779,3,1,1,0
1732,65,49454,14,645,0.07576719656286172,0,8,1,0,13004,-1744,0.4129940643774525,15,0,4,0
1733,55,72156,0,694,0.7243285750344121,2,12,1,1,31140,15864,0.4150625424801133,9,1,8,1
1734,63,40485,17,611,0.3926502045805091,3,7,0,1,24621,14563,0.42542581141277713,1,4,4,0
1735,63,67104,32,572,0.19131985957167583,4,3,0,0,29584,21028,0.2866251362364292,19,0,9,0
1736,60,96463,26,621,0.25779878915674487,6,5,0,0,4664,8154,0.25569776465304217,11,3,12,0
1737,45,37455,12,652,0.06616833720726233,7,5,1,0,34664,9513,0.43716672445842225,17,4,7,0
1738,25,64838,17,666,0.5128632401636106,2,5,1,0,19930,3915,0.5291089729336464,1,3,5,1
1739,21,95618,14,594,0.18566529479477623,4,10,1,0,36273,2546,0.054265414611040626,9,2,9,0
1740,31,59543,29,713,0.2071341039707538,0,11,1,0,34523,11103,0.1371552120492175,3,2,8,0
1741,42,55658,10,606,0.09297172640281447,0,10,1,1,30294,14533,0.5531341671696046,10,2,12,0
1742,57,99087,3,589,0.5855437311116104,7,5,1,0,18333,10506,0.3793970159780598,15,1,9,1
1743,43,62344,20,612,0.37693808051967975,7,4,0,1,30643,-878,0.1694380367845288,16,4,0,0
1744,22,97612,33,725,0.39494758367953187,7,1,1,0,36661,7741,0.7211429665376597,19,3,4,1
1745,31,80724,19,640,0.19672231005065918,2,11,0,1,29100,-391,0.07556540667419637,5,0,5,0
1746,68,61428,8,601,0.234870159605112,5,14,1,1,23038,2728,0.8508097182232587,5,3,5,1
1747,69,81992,1,714,0.36128684550439644,1,0,0,1,30677,16453,0.03322815223070458,15,1,12,0
1748,39,78011,37,799,0.4182687147307283,5,1,1,1,12114,-3000,0.24704863217324738,15,2,0,0
1749,60,95522,30,664,0.16175895479271532,3,3,0,0,42709,20180,0.2689562437403496,6,0,11,0
1750,56,56291,6,736,0.3758476415272166,7,11,1,1,0,8846,0.536318455090842,6,2,4,1
1751,66,71030,2,722,0.3118815915468551,2,3,0,1,20516,1737,0.2772912510856055,3,0,8,0
1752,64,68462,5,607,0.2882231467260357,5,0,0,0,13910,5477,0.052396009590146085,15,1,4,0
1753,51,87603,15,651,0.6125103295581299,5,5,1,0,10386,205,0.5592377642220339,2,4,1,1
1754,40,44370,32,560,0.0852995661826041,6,5,0,0,24577,1171,0.4761309411553781,11,0,0,0
1755,51,95424,6,635,0.12647153758136553,0,5,0,0,3117,5513,0.47222805751690905,7,1,5,0
1756,36,81658,32,606,0.2859126900660227,3,7,1,1,52278,2697,0.24475111281941994,10,0,12,0
1757,38,37076,0,621,0.22723254533552192,3,3,1,0,0,-1530,0.25427022223034695,18,0,5,0
1758,50,100206,29,597,0.5494748960160942,1,0,0,0,5730,3450,0.5340419640033307,16,3,13,1
1759,48,125852,11,629,0.43915053679041255,6,1,0,0,4314,-3000,0.44543342659069024,18,2,13,1
1760,49,95045,38,687,0.2463963824257993,6,11,0,0,22977,-3000,0.49687802490440847,13,1,2,0
1761,39,105674,19,641,0.2989293334665704,0,9,1,1,35218,-3000,0.10671275835317348,8,0,12,1
1762,41,72134,10,519,0.22369983907143356,5,3,0,0,27890,16699,0.31645473392894674,19,3,9,0
1763,21,28462,9,597,0.1289029180659934,6,14,1,1,42085,7839,0.4931919256538131,11,1,8,0
1764,50,23896,33,543,0.19196747416541515,2,8,1,0,7590,9170,0.44905655013858936,7,2,6,0
1765,49,76377,16,667,0.30581925149027994,5,11,0,0,29880,5078,0.700348858778225,17,0,14,1
1766,66,55200,14,685,0.21520297244811,4,11,0,0,15446,8543,0.13458634552138446,19,2,1,0
1767,45,47135,29,667,0.2599254636909192,0,4,1,1,23421,13230,0.6426834892562187,9,4,0,0
1768,43,68431,21,594,0.551742669810094,6,8,1,0,36630,7854,0.736559029550976,16,3,0,1
1769,24,85389,26,667,0.04052132261682159,6,8,1,0,0,16482,0.529244152435556,9,2,13,0
1770,30,33681,17,617,0.015372481964952446,2,6,1,1,49865,4739,0.38908945973205417,9,0,9,0
1771,37,58778,2,570,0.3501830689275726,2,9,1,1,17821,9192,0.48670067205604445,10,1,7,1
1772,39,107746,0,701,0.42740104660999545,6,5,1,0,0,9928,0.46748115074324964,10,4,1,0
1773,38,43117,1,707,0.1131470999115569,6,1,0,0,9607,-1524,0.4299724458440947,17,4,2,0
1774,40,91744,22,716,0.21250728842777003,0,0,0,1,21534,5299,0.6339272802474577,18,1,13,0
1775,58,57881,20,607,0.2444769409694838,2,6,1,1,9603,-3000,0.6797203848224562,15,3,13,1
1776,27,83644,29,732,0.19791379715106888,4,13,1,1,0,4090,0.5395342439019465,11,3,11,1
1777,37,97433,35,615,0.1226377347383815,1,3,1,1,21451,3046,0.08181686144299309,2,2,13,0
1778,28,88532,6,695,0.21013250492589297,7,8,1,0,9173,2627,0.27649487553005586,6,1,10,0
1779,36,92728,38,614,0.1838130909646081,1,2,1,1,29767,2147,0.3392466526179718,2,1,11,0
1780,54,41210,37,634,0.5550561100312309,6,9,0,1,3974,8583,0.192089813706334,0,2,12,1
1781,23,97841,24,480,0.2995122517275614,0,2,0,1,53922,-1200,0.6221119475037403,12,1,6,1
1782,37,48682,21,628,0.27836198390165756,7,6,1,1,27704,18019,0.47525116384474464,5,2,1,1
1783,22,76488,7,656,0.2584748854629233,0,12,1,0,22951,8972,0.3001340692140878,1,0,1,0
1784,67,76456,7,621,0.10597147966513916,5,5,0,0,29346,-620,0.7398109300006332,4,1,9,0
1785,56,82128,0,772,0.2385041712745012,2,14,0,1,0,9530,0.2953672764334675,1,0,2,1
1786,32,78423,25,568,0.14295721560970176,3,0,1,1,12545,11963,0.609545827355972,2,1,3,0
1787,30,48904,17,610,0.37902859856746285,0,1,0,1,46745,7583,0.5258387487394621,9,1,13,0
1788,25,36253,7,586,0.30078886754808437,5,2,1,1,15198,-2040,0.2991739403463557,13,2,7,0
1789,44,91808,5,610,0.09912326733633839,4,3,0,0,19057,20661,0.18843436883719963,15,4,7,0
1790,57,74645,2,722,0.46008819277375357,2,6,1,1,13002,9476,0.03973583239223179,7,4,5,1
1791,49,98734,25,753,0.14752910395837346,3,13,0,0,41967,-3000,0.5619179662720313,14,3,4,0
1792,64,68881,27,600,0.20012116067827776,4,3,1,0,16330,6463,0.4307157616418214,1,2,1,0
1793,37,34870,25,599,0.4439225345115596,5,5,0,1,1222,3457,0.18982367449662765,2,1,14,0
1794,34,94153,4,569,0.520800344368005,4,0,0,0,58682,5044,0.8825817701539167,6,0,11,0
1795,44,60740,1,741,0.39110607542383635,0,10,1,0,0,-3000,0.6072685865150002,12,3,12,0
1796,30,78550,4,728,0.540771632585474,4,8,1,0,18539,5380,0.546812557053032,2,1,4,1
1797,68,53813,30,642,0.5157043777142918,2,0,1,1,7373,-818,0.22385121862468227,0,0,1,0
1798,30,111107,29,552,0.4043093658704276,3,6,1,0,9475,2553,0.19862672927856856,11,4,1,1
1799,44,48085,11,558,0.3389921038229554,2,3,0,0,4102,7712,0.16917897883582478,8,1,14,0
1800,46,61564,2,661,0.34966649249853515,2,6,0,0,11900,1663,0.7901304129984235,8,0,13,0
1801,23,72686,12,688,0.7693629267741157,1,4,1,0,34760,2967,0.2819563408727767,8,2,13,1
1802,43,42695,32,505,0.2804562450382338,2,11,1,1,0,10741,0.6226357135673819,18,3,2,1
1803,43,78262,5,627,0.1082816538522182,5,0,1,0,38912,-1220,0.05640895184731375,2,1,6,0
1804,33,110297,31,763,0.10625430164987677,1,8,1,0,36325,461,0.6189990107891633,12,1,3,0
1805,27,57738,18,634,0.34475994154617806,6,11,0,0,27635,-3000,0.7993971584150121,15,0,8,1
1806,23,79878,5,754,0.4051961191304988,3,0,0,0,21892,-760,0.49090157316490474,15,2,0,0
1807,21,15000,37,695,0.040852782737222905,4,13,0,1,24149,5903,0.25824312355720147,1,2,5,1
1808,44,69026,20,574,0.3297298773450709,0,11,1,0,41351,9476,0.7083867858282937,6,1,7,1
1809,25,62173,26,629,0.25271225639881073,1,4,1,0,0,-643,0.18170781875681924,19,4,4,0
1810,68,49537,3,640,0.47794627496726916,7,7,0,0,30909,9268,0.21170102874251784,15,4,12,1
1811,32,97036,14,583,0.4489998843662128,6,10,1,0,8807,5736,0.12439598521453538,18,4,1,1
1812,52,61843,25,582,0.2137375764653055,0,7,0,1,32386,-3000,0.38212174610278427,14,2,12,0
1813,54,65563,25,755,0.12580224594239245,7,11,1,1,10795,6221,0.288564089322395,1,4,0,1
1814,45,60570,2,581,0.22648838373728655,6,13,0,1,30603,13360,0.4299210847593274,19,1,11,1
1815,64,22079,24,725,0.26544613280060386,1,5,1,1,0,-3000,0.4950040107022809,16,3,9,0
1816,26,41700,37,619,0.34956704480707534,1,1,0,0,0,19036,0.23738350165183064,13,3,7,1
1817,32,94027,31,648,0.23558587377400073,1,6,0,1,18304,726,0.65471195903864,0,3,0,1
